timestamp,department_id,arrivals,completions,queue_length,avg_wait_minutes,available_doctors,available_beds
2025-01-27T18:00:00,2,9,6,1133,1942.6,7,0
2025-01-27T19:00:00,2,5,3,1135,2724.8,5,0
2025-01-27T20:00:00,2,4,2,1137,1704.3,8,0
2025-01-27T21:00:00,2,2,0,1139,2733.4,5,0
2025-01-27T22:00:00,2,3,0,1142,3424.5,4,0
2025-01-27T23:00:00,2,1,0,1143,4574.0,3,0
2025-01-28T00:00:00,2,4,2,1145,1717.9,8,0
2025-01-28T01:00:00,2,6,2,1149,6892.5,2,0
2025-01-28T02:00:00,2,2,3,1148,4591.4,3,0
2025-01-28T03:00:00,2,7,7,1148,4591.4,3,0
2025-01-28T04:00:00,2,0,0,1148,2297.7,6,0
2025-01-28T05:00:00,2,10,9,1149,1971.2,7,0
2025-01-28T06:00:00,2,4,1,1152,4609.8,3,0
2025-01-28T07:00:00,2,2,0,1154,1730.3,8,0
2025-01-28T08:00:00,2,3,5,1152,6912.9,2,0
2025-01-28T09:00:00,2,16,10,1158,4631.7,3,0
2025-01-28T10:00:00,2,20,9,1169,2337.3,6,0
2025-01-28T11:00:00,2,15,11,1173,2012.2,7,0
2025-01-28T12:00:00,2,15,9,1179,4717.1,3,0
2025-01-28T13:00:00,2,11,5,1185,2369.0,6,0
2025-01-28T14:00:00,2,19,15,1189,4755.9,3,0
2025-01-28T15:00:00,2,14,11,1192,2862.0,5,0
2025-01-28T16:00:00,2,10,7,1195,2047.7,7,0
2025-01-28T17:00:00,2,1,3,1193,2862.9,5,0
2025-01-28T18:00:00,2,1,1,1193,4770.8,3,0
2025-01-28T19:00:00,2,2,0,1195,4780.5,3,0
2025-01-28T20:00:00,2,1,0,1196,2390.5,6,0
2025-01-28T21:00:00,2,4,2,1198,2397.1,6,0
2025-01-28T22:00:00,2,2,3,1197,3592.6,4,0
2025-01-28T23:00:00,2,2,0,1199,2055.2,7,0
2025-01-29T00:00:00,2,4,5,1198,2053.4,7,0
2025-01-29T01:00:00,2,5,3,1200,7199.7,2,0
2025-01-29T02:00:00,2,4,2,1202,1801.2,8,0
2025-01-29T03:00:00,2,1,2,1201,7204.5,2,0
2025-01-29T04:00:00,2,0,0,1201,4804.8,3,0
2025-01-29T05:00:00,2,10,7,1204,1805.0,8,0
2025-01-29T06:00:00,2,6,4,1206,1808.5,8,0
2025-01-29T07:00:00,2,2,0,1208,1812.3,8,0
2025-01-29T08:00:00,2,7,6,1209,7254.7,2,0
2025-01-29T09:00:00,2,11,5,1215,4859.4,3,0
2025-01-29T10:00:00,2,9,5,1219,7314.9,2,0
2025-01-29T11:00:00,2,16,12,1223,2933.7,5,0
2025-01-29T12:00:00,2,17,14,1226,1839.9,8,0
2025-01-29T13:00:00,2,14,12,1228,7368.3,2,0
2025-01-29T14:00:00,2,14,6,1236,2117.9,7,0
2025-01-29T15:00:00,2,15,10,1241,2978.2,5,0
2025-01-29T16:00:00,2,14,14,1241,2481.7,6,0
2025-01-29T17:00:00,2,0,0,1241,2482.7,6,0
2025-01-29T18:00:00,2,0,0,1241,2126.8,7,0
2025-01-29T19:00:00,2,3,3,1241,4962.8,3,0
2025-01-29T20:00:00,2,6,5,1242,4968.7,3,0
2025-01-29T21:00:00,2,0,0,1242,3727.4,4,0
2025-01-29T22:00:00,2,2,1,1243,2485.6,6,0
2025-01-29T23:00:00,2,3,2,1244,2489.5,6,0
2025-01-30T00:00:00,2,6,4,1246,3737.3,4,0
2025-01-30T01:00:00,2,5,4,1247,4989.2,3,0
2025-01-30T02:00:00,2,6,0,1253,2148.2,7,0
2025-01-30T03:00:00,2,0,0,1253,1880.9,8,0
2025-01-30T04:00:00,2,5,2,1256,3012.6,5,0
2025-01-30T05:00:00,2,5,3,1258,7546.7,2,0
2025-01-30T06:00:00,2,0,0,1258,3772.3,4,0
2025-01-30T07:00:00,2,10,6,1262,5046.6,3,0
2025-01-30T08:00:00,2,0,1,1261,7566.8,2,0
2025-01-30T09:00:00,2,15,10,1266,3037.2,5,0
2025-01-30T10:00:00,2,12,12,1266,1897.2,8,0
2025-01-30T11:00:00,2,13,9,1270,2541.6,6,0
2025-01-30T12:00:00,2,23,18,1275,2549.2,6,0
2025-01-30T13:00:00,2,14,12,1277,1915.9,8,0
2025-01-30T14:00:00,2,15,14,1278,2191.1,7,0
2025-01-30T15:00:00,2,14,11,1281,7687.7,2,0
2025-01-30T16:00:00,2,13,9,1285,1927.9,8,0
2025-01-30T17:00:00,2,0,0,1285,1928.8,8,0
2025-01-30T18:00:00,2,0,0,1285,2204.6,7,0
2025-01-30T19:00:00,2,4,5,1284,5135.8,3,0
2025-01-30T20:00:00,2,6,7,1283,2198.6,7,0
2025-01-30T21:00:00,2,4,1,1286,2573.1,6,0
2025-01-30T22:00:00,2,1,0,1287,3860.9,4,0
2025-01-30T23:00:00,2,4,3,1288,1930.8,8,0
2025-01-31T00:00:00,2,3,4,1287,3861.3,4,0
2025-01-31T01:00:00,2,0,0,1287,2207.5,7,0
2025-01-31T02:00:00,2,4,2,1289,7735.9,2,0
2025-01-31T03:00:00,2,6,5,1290,7740.7,2,0
2025-01-31T04:00:00,2,2,2,1290,7739.5,2,0
2025-01-31T05:00:00,2,5,3,1292,3100.6,5,0
2025-01-31T06:00:00,2,7,4,1295,5179.1,3,0
2025-01-31T07:00:00,2,3,3,1295,7770.5,2,0
2025-01-31T08:00:00,2,4,2,1297,3112.3,5,0
2025-01-31T09:00:00,2,14,11,1300,5199.0,3,0
2025-01-31T10:00:00,2,13,9,1304,3131.3,5,0
2025-01-31T11:00:00,2,12,9,1307,7843.7,2,0
2025-01-31T12:00:00,2,12,9,1310,7858.7,2,0
2025-01-31T13:00:00,2,15,13,1312,1968.5,8,0
2025-01-31T14:00:00,2,18,17,1313,3149.2,5,0
2025-01-31T15:00:00,2,7,7,1313,3152.0,5,0
2025-01-31T16:00:00,2,18,18,1313,3937.3,4,0
2025-01-31T17:00:00,2,1,0,1314,7883.4,2,0
2025-01-31T18:00:00,2,5,3,1316,1975.3,8,0
2025-01-31T19:00:00,2,5,2,1319,2259.2,7,0
2025-01-31T20:00:00,2,2,2,1319,2259.8,7,0
2025-01-31T21:00:00,2,10,6,1323,3967.6,4,0
2025-01-31T22:00:00,2,4,6,1321,7925.1,2,0
2025-01-31T23:00:00,2,7,6,1322,1984.1,8,0
2025-02-01T00:00:00,2,6,5,1323,2646.9,6,0
2025-02-01T01:00:00,2,1,1,1323,5291.4,3,0
2025-02-01T02:00:00,2,3,4,1322,5287.5,3,0
2025-02-01T03:00:00,2,5,4,1323,2646.5,6,0
2025-02-01T04:00:00,2,1,1,1323,3174.2,5,0
2025-02-01T05:00:00,2,5,2,1326,2273.7,7,0
2025-02-01T06:00:00,2,10,4,1332,3196.0,5,0
2025-02-01T07:00:00,2,1,1,1332,5328.4,3,0
2025-02-01T08:00:00,2,1,0,1333,2284.9,7,0
2025-02-01T09:00:00,2,16,7,1342,8050.2,2,0
2025-02-01T10:00:00,2,17,10,1349,2022.4,8,0
2025-02-01T11:00:00,2,12,13,1348,8087.9,2,0
2025-02-01T12:00:00,2,16,11,1353,5411.5,3,0
2025-02-01T13:00:00,2,19,13,1359,2037.6,8,0
2025-02-01T14:00:00,2,15,12,1362,2335.5,7,0
2025-02-01T15:00:00,2,11,9,1364,4091.9,4,0
2025-02-01T16:00:00,2,18,15,1367,2342.6,7,0
2025-02-01T17:00:00,2,1,1,1367,8202.1,2,0
2025-02-01T18:00:00,2,1,0,1368,2737.9,6,0
2025-02-01T19:00:00,2,5,1,1372,8233.3,2,0
2025-02-01T20:00:00,2,6,4,1374,2355.1,7,0
2025-02-01T21:00:00,2,10,8,1376,5503.2,3,0
2025-02-01T22:00:00,2,1,0,1377,2752.4,6,0
2025-02-01T23:00:00,2,0,0,1377,3303.6,5,0
2025-02-02T00:00:00,2,2,1,1378,3305.6,5,0
2025-02-02T01:00:00,2,7,2,1383,2765.6,6,0
2025-02-02T02:00:00,2,1,0,1384,2074.5,8,0
2025-02-02T03:00:00,2,0,0,1384,5536.9,3,0
2025-02-02T04:00:00,2,7,6,1385,2770.5,6,0
2025-02-02T05:00:00,2,5,4,1386,2771.3,6,0
2025-02-02T06:00:00,2,6,1,1391,5562.2,3,0
2025-02-02T07:00:00,2,2,0,1393,4177.3,4,0
2025-02-02T08:00:00,2,5,7,1391,2382.6,7,0
2025-02-02T09:00:00,2,15,15,1391,4174.0,4,0
2025-02-02T10:00:00,2,10,12,1389,5555.3,3,0
2025-02-02T11:00:00,2,16,12,1393,4179.5,4,0
2025-02-02T12:00:00,2,17,14,1396,8376.7,2,0
2025-02-02T13:00:00,2,11,8,1399,2096.7,8,0
2025-02-02T14:00:00,2,15,12,1402,2403.9,7,0
2025-02-02T15:00:00,2,11,9,1404,2105.1,8,0
2025-02-02T16:00:00,2,17,14,1407,5627.9,3,0
2025-02-02T17:00:00,2,0,0,1407,8442.2,2,0
2025-02-02T18:00:00,2,0,0,1407,3376.0,5,0
2025-02-02T19:00:00,2,4,3,1408,2415.5,7,0
2025-02-02T20:00:00,2,3,0,1411,2823.0,6,0
2025-02-02T21:00:00,2,0,0,1411,4233.9,4,0
2025-02-02T22:00:00,2,2,0,1413,2422.8,7,0
2025-02-02T23:00:00,2,9,4,1418,2125.4,8,0
2025-02-03T00:00:00,2,4,5,1417,5668.3,3,0
2025-02-03T01:00:00,2,5,0,1422,5688.7,3,0
2025-02-03T02:00:00,2,5,5,1422,3412.3,5,0
2025-02-03T03:00:00,2,4,0,1426,3421.5,5,0
2025-02-03T04:00:00,2,2,1,1427,5706.1,3,0
2025-02-03T05:00:00,2,2,4,1425,2443.9,7,0
2025-02-03T06:00:00,2,0,0,1425,5699.8,3,0
2025-02-03T07:00:00,2,2,0,1427,4281.9,4,0
2025-02-03T08:00:00,2,6,0,1433,4297.0,4,0
2025-02-03T09:00:00,2,18,14,1437,2462.7,7,0
2025-02-03T10:00:00,2,15,8,1444,2167.5,8,0
2025-02-03T11:00:00,2,13,12,1445,3469.5,5,0
2025-02-03T12:00:00,2,11,10,1446,3470.9,5,0
2025-02-03T13:00:00,2,18,13,1451,5802.7,3,0
2025-02-03T14:00:00,2,13,10,1454,8725.9,2,0
2025-02-03T15:00:00,2,12,9,1457,5828.5,3,0
2025-02-03T16:00:00,2,17,14,1460,4378.9,4,0
2025-02-03T17:00:00,2,3,0,1463,5851.8,3,0
2025-02-03T18:00:00,2,5,3,1465,2930.8,6,0
2025-02-03T19:00:00,2,4,1,1468,2200.9,8,0
2025-02-03T20:00:00,2,6,7,1467,2198.9,8,0
2025-02-03T21:00:00,2,1,2,1466,5864.5,3,0
2025-02-03T22:00:00,2,0,0,1466,8795.9,2,0
2025-02-03T23:00:00,2,3,7,1462,2924.0,6,0
2025-02-04T00:00:00,2,1,0,1463,8779.1,2,0
2025-02-04T01:00:00,2,9,8,1464,2926.9,6,0
2025-02-04T02:00:00,2,1,1,1464,8783.5,2,0
2025-02-04T03:00:00,2,9,5,1468,2935.6,6,0
2025-02-04T04:00:00,2,1,0,1469,2937.0,6,0
2025-02-04T05:00:00,2,9,7,1471,2941.6,6,0
2025-02-04T06:00:00,2,8,3,1476,2212.1,8,0
2025-02-04T07:00:00,2,2,0,1478,2533.4,7,0
2025-02-04T08:00:00,2,3,6,1475,8849.5,2,0
2025-02-04T09:00:00,2,9,4,1480,4439.4,4,0
2025-02-04T10:00:00,2,18,11,1487,4460.2,4,0
2025-02-04T11:00:00,2,18,12,1493,2560.4,7,0
2025-02-04T12:00:00,2,16,13,1496,2244.7,8,0
2025-02-04T13:00:00,2,15,11,1500,4500.7,4,0
2025-02-04T14:00:00,2,14,12,1502,2576.2,7,0
2025-02-04T15:00:00,2,15,13,1504,6014.1,3,0
2025-02-04T16:00:00,2,16,14,1506,6024.7,3,0
2025-02-04T17:00:00,2,6,2,1510,4529.8,4,0
2025-02-04T18:00:00,2,9,3,1516,2599.9,7,0
2025-02-04T19:00:00,2,7,6,1517,3034.7,6,0
2025-02-04T20:00:00,2,4,2,1519,3038.0,6,0
2025-02-04T21:00:00,2,4,5,1518,2602.3,7,0
2025-02-04T22:00:00,2,9,11,1516,3638.2,5,0
2025-02-04T23:00:00,2,9,5,1520,3646.3,5,0
2025-02-05T00:00:00,2,6,4,1522,3653.8,5,0
2025-02-05T01:00:00,2,5,2,1525,9151.5,2,0
2025-02-05T02:00:00,2,3,1,1527,9162.8,2,0
2025-02-05T03:00:00,2,9,5,1531,3675.3,5,0
2025-02-05T04:00:00,2,0,0,1531,2294.8,8,0
2025-02-05T05:00:00,2,0,3,1528,2292.7,8,0
2025-02-05T06:00:00,2,3,2,1529,9175.6,2,0
2025-02-05T07:00:00,2,5,6,1528,3666.5,5,0
2025-02-05T08:00:00,2,0,1,1527,3055.3,6,0
2025-02-05T09:00:00,2,13,9,1531,2295.3,8,0
2025-02-05T10:00:00,2,12,8,1535,3682.6,5,0
2025-02-05T11:00:00,2,12,11,1536,2631.7,7,0
2025-02-05T12:00:00,2,21,16,1541,3082.6,6,0
2025-02-05T13:00:00,2,11,5,1547,3711.5,5,0
2025-02-05T14:00:00,2,5,4,1548,2322.6,8,0
2025-02-05T15:00:00,2,18,16,1550,2325.8,8,0
2025-02-05T16:00:00,2,15,12,1553,3726.6,5,0
2025-02-05T17:00:00,2,1,0,1554,9325.8,2,0
2025-02-05T18:00:00,2,2,0,1556,4666.5,4,0
2025-02-05T19:00:00,2,6,4,1558,3115.7,6,0
2025-02-05T20:00:00,2,5,7,1556,2667.0,7,0
2025-02-05T21:00:00,2,6,6,1556,6225.7,3,0
2025-02-05T22:00:00,2,5,2,1559,3118.2,6,0
2025-02-05T23:00:00,2,5,6,1558,2670.1,7,0
2025-02-06T00:00:00,2,3,2,1559,3740.5,5,0
2025-02-06T01:00:00,2,2,1,1560,3744.9,5,0
2025-02-06T02:00:00,2,0,0,1560,6241.2,3,0
2025-02-06T03:00:00,2,6,8,1558,4673.4,4,0
2025-02-06T04:00:00,2,8,3,1563,3749.2,5,0
2025-02-06T05:00:00,2,3,0,1566,2683.0,7,0
2025-02-06T06:00:00,2,4,1,1569,9413.6,2,0
2025-02-06T07:00:00,2,2,2,1569,4708.5,4,0
2025-02-06T08:00:00,2,7,3,1573,3144.0,6,0
2025-02-06T09:00:00,2,16,11,1578,2704.1,7,0
2025-02-06T10:00:00,2,13,11,1580,3792.7,5,0
2025-02-06T11:00:00,2,18,11,1587,3810.5,5,0
2025-02-06T12:00:00,2,13,9,1591,9544.5,2,0
2025-02-06T13:00:00,2,13,11,1593,4777.4,4,0
2025-02-06T14:00:00,2,18,15,1596,3191.0,6,0
2025-02-06T15:00:00,2,9,3,1602,2747.5,7,0
2025-02-06T16:00:00,2,17,12,1607,2409.9,8,0
2025-02-06T17:00:00,2,0,0,1607,3212.7,6,0
2025-02-06T18:00:00,2,4,1,1610,3219.0,6,0
2025-02-06T19:00:00,2,5,3,1612,6449.5,3,0
2025-02-06T20:00:00,2,0,2,1610,9659.7,2,0
2025-02-06T21:00:00,2,4,0,1614,2419.6,8,0
2025-02-06T22:00:00,2,2,2,1614,3228.2,6,0
2025-02-06T23:00:00,2,11,8,1617,2771.9,7,0
2025-02-07T00:00:00,2,4,4,1617,3232.9,6,0
2025-02-07T01:00:00,2,6,6,1617,6467.0,3,0
2025-02-07T02:00:00,2,2,0,1619,2428.7,8,0
2025-02-07T03:00:00,2,2,4,1617,6468.9,3,0
2025-02-07T04:00:00,2,2,7,1612,9673.9,2,0
2025-02-07T05:00:00,2,2,0,1614,2422.6,8,0
2025-02-07T06:00:00,2,6,5,1615,6458.3,3,0
2025-02-07T07:00:00,2,3,4,1614,2420.5,8,0
2025-02-07T08:00:00,2,0,1,1613,2765.4,7,0
2025-02-07T09:00:00,2,14,8,1619,6474.3,3,0
2025-02-07T10:00:00,2,18,14,1623,2781.0,7,0
2025-02-07T11:00:00,2,17,13,1627,2788.0,7,0
2025-02-07T12:00:00,2,11,10,1628,2443.3,8,0
2025-02-07T13:00:00,2,15,12,1631,2448.4,8,0
2025-02-07T14:00:00,2,14,10,1635,3922.8,5,0
2025-02-07T15:00:00,2,16,14,1637,3273.5,6,0
2025-02-07T16:00:00,2,15,8,1644,2467.4,8,0
2025-02-07T17:00:00,2,5,3,1646,3948.6,5,0
2025-02-07T18:00:00,2,2,0,1648,3954.9,5,0
2025-02-07T19:00:00,2,3,0,1651,2475.7,8,0
2025-02-07T20:00:00,2,2,4,1649,9894.7,2,0
2025-02-07T21:00:00,2,4,0,1653,2833.9,7,0
2025-02-07T22:00:00,2,0,0,1653,9919.2,2,0
2025-02-07T23:00:00,2,10,10,1653,4958.7,4,0
2025-02-08T00:00:00,2,5,3,1655,6618.4,3,0
2025-02-08T01:00:00,2,3,0,1658,3977.3,5,0
2025-02-08T02:00:00,2,4,4,1658,3315.4,6,0
2025-02-08T03:00:00,2,6,3,1661,3320.3,6,0
2025-02-08T04:00:00,2,2,2,1661,6645.1,3,0
2025-02-08T05:00:00,2,5,2,1664,3992.1,5,0
2025-02-08T06:00:00,2,5,5,1664,3995.3,5,0
2025-02-08T07:00:00,2,2,2,1664,3328.4,6,0
2025-02-08T08:00:00,2,1,1,1664,2497.6,8,0
2025-02-08T09:00:00,2,16,8,1672,10030.1,2,0
2025-02-08T10:00:00,2,14,10,1676,2873.2,7,0
2025-02-08T11:00:00,2,20,18,1678,5034.3,4,0
2025-02-08T12:00:00,2,11,8,1681,5043.8,4,0
2025-02-08T13:00:00,2,17,14,1684,2888.3,7,0
2025-02-08T14:00:00,2,16,8,1692,4061.9,5,0
2025-02-08T15:00:00,2,16,11,1697,3395.7,6,0
2025-02-08T16:00:00,2,16,17,1696,5087.2,4,0
2025-02-08T17:00:00,2,3,1,1698,6792.8,3,0
2025-02-08T18:00:00,2,3,1,1700,2913.2,7,0
2025-02-08T19:00:00,2,6,2,1704,2922.1,7,0
2025-02-08T20:00:00,2,2,4,1702,6806.4,3,0
2025-02-08T21:00:00,2,4,6,1700,10201.3,2,0
2025-02-08T22:00:00,2,4,3,1701,2918.0,7,0
2025-02-08T23:00:00,2,3,1,1703,2556.2,8,0
2025-02-09T00:00:00,2,2,3,1702,3404.4,6,0
2025-02-09T01:00:00,2,0,0,1702,6808.5,3,0
2025-02-09T02:00:00,2,9,5,1706,10237.9,2,0
2025-02-09T03:00:00,2,0,0,1706,5116.2,4,0
2025-02-09T04:00:00,2,1,2,1705,2558.2,8,0
2025-02-09T05:00:00,2,4,0,1709,2564.6,8,0
2025-02-09T06:00:00,2,0,1,1708,2560.8,8,0
2025-02-09T07:00:00,2,0,0,1708,6833.9,3,0
2025-02-09T08:00:00,2,3,3,1708,5122.4,4,0
2025-02-09T09:00:00,2,15,11,1712,5135.2,4,0
2025-02-09T10:00:00,2,20,15,1717,2576.1,8,0
2025-02-09T11:00:00,2,14,11,1720,3439.8,6,0
2025-02-09T12:00:00,2,20,17,1723,2951.8,7,0
2025-02-09T13:00:00,2,21,20,1724,4137.6,5,0
2025-02-09T14:00:00,2,15,15,1724,2957.2,7,0
2025-02-09T15:00:00,2,14,12,1726,2588.9,8,0
2025-02-09T16:00:00,2,20,14,1732,5194.7,4,0
2025-02-09T17:00:00,2,5,6,1731,4156.0,5,0
2025-02-09T18:00:00,2,0,0,1731,2595.5,8,0
2025-02-09T19:00:00,2,6,5,1732,4158.5,5,0
2025-02-09T20:00:00,2,6,7,1731,6922.0,3,0
2025-02-09T21:00:00,2,6,4,1733,2600.3,8,0
2025-02-09T22:00:00,2,1,2,1732,2968.4,7,0
2025-02-09T23:00:00,2,6,6,1732,4156.0,5,0
2025-02-10T00:00:00,2,2,3,1731,10384.1,2,0
2025-02-10T01:00:00,2,1,4,1728,6910.2,3,0
2025-02-10T02:00:00,2,7,5,1730,4152.8,5,0
2025-02-10T03:00:00,2,3,3,1730,6920.1,3,0
2025-02-10T04:00:00,2,4,2,1732,10391.3,2,0
2025-02-10T05:00:00,2,4,5,1731,2596.9,8,0
2025-02-10T06:00:00,2,5,2,1734,3468.9,6,0
2025-02-10T07:00:00,2,1,1,1734,3466.1,6,0
2025-02-10T08:00:00,2,2,2,1734,10405.5,2,0
2025-02-10T09:00:00,2,15,14,1735,2973.0,7,0
2025-02-10T10:00:00,2,12,9,1738,2979.7,7,0
2025-02-10T11:00:00,2,15,12,1741,10445.0,2,0
2025-02-10T12:00:00,2,16,11,1746,6983.3,3,0
2025-02-10T13:00:00,2,13,9,1750,3000.5,7,0
2025-02-10T14:00:00,2,14,12,1752,2629.1,8,0
2025-02-10T15:00:00,2,14,9,1757,5271.1,4,0
2025-02-10T16:00:00,2,15,16,1756,3510.9,6,0
2025-02-10T17:00:00,2,9,6,1759,5277.9,4,0
2025-02-10T18:00:00,2,0,1,1758,5274.2,4,0
2025-02-10T19:00:00,2,0,0,1758,5273.8,4,0
2025-02-10T20:00:00,2,3,2,1759,3016.4,7,0
2025-02-10T21:00:00,2,8,3,1764,2646.6,8,0
2025-02-10T22:00:00,2,9,11,1762,5287.9,4,0
2025-02-10T23:00:00,2,5,3,1764,2644.1,8,0
2025-02-11T00:00:00,2,0,0,1764,3024.9,7,0
2025-02-11T01:00:00,2,8,7,1765,3024.6,7,0
2025-02-11T02:00:00,2,1,3,1763,3524.3,6,0
2025-02-11T03:00:00,2,5,5,1763,3524.8,6,0
2025-02-11T04:00:00,2,3,2,1764,2644.4,8,0
2025-02-11T05:00:00,2,3,6,1761,5282.0,4,0
2025-02-11T06:00:00,2,6,7,1760,3518.6,6,0
2025-02-11T07:00:00,2,0,3,1757,5271.1,4,0
2025-02-11T08:00:00,2,0,0,1757,3515.5,6,0
2025-02-11T09:00:00,2,7,5,1759,3516.9,6,0
2025-02-11T10:00:00,2,17,14,1762,4229.4,5,0
2025-02-11T11:00:00,2,12,8,1766,4238.8,5,0
2025-02-11T12:00:00,2,11,11,1766,4236.9,5,0
2025-02-11T13:00:00,2,16,12,1770,3541.4,6,0
2025-02-11T14:00:00,2,13,10,1773,10638.4,2,0
2025-02-11T15:00:00,2,16,10,1779,3557.9,6,0
2025-02-11T16:00:00,2,15,16,1778,3049.2,7,0
2025-02-11T17:00:00,2,7,8,1777,2664.4,8,0
2025-02-11T18:00:00,2,4,2,1779,3048.5,7,0
2025-02-11T19:00:00,2,1,0,1780,3051.8,7,0
2025-02-11T20:00:00,2,5,3,1782,4276.3,5,0
2025-02-11T21:00:00,2,2,2,1782,5347.8,4,0
2025-02-11T22:00:00,2,1,0,1783,2674.4,8,0
2025-02-11T23:00:00,2,6,6,1783,3055.8,7,0
2025-02-12T00:00:00,2,5,2,1786,10716.9,2,0
2025-02-12T01:00:00,2,5,4,1787,7146.5,3,0
2025-02-12T02:00:00,2,0,0,1787,10720.2,2,0
2025-02-12T03:00:00,2,6,2,1791,5374.0,4,0
2025-02-12T04:00:00,2,5,3,1793,5377.3,4,0
2025-02-12T05:00:00,2,2,2,1793,4302.9,5,0
2025-02-12T06:00:00,2,2,2,1793,3072.1,7,0
2025-02-12T07:00:00,2,2,1,1794,10765.9,2,0
2025-02-12T08:00:00,2,8,5,1797,4311.3,5,0
2025-02-12T09:00:00,2,18,15,1800,10801.1,2,0
2025-02-12T10:00:00,2,20,14,1806,3611.5,6,0
2025-02-12T11:00:00,2,10,9,1807,4335.5,5,0
2025-02-12T12:00:00,2,15,11,1811,5433.7,4,0
2025-02-12T13:00:00,2,21,16,1816,3631.6,6,0
2025-02-12T14:00:00,2,8,4,1820,4367.6,5,0
2025-02-12T15:00:00,2,15,12,1823,7293.7,3,0
2025-02-12T16:00:00,2,8,5,1826,2737.9,8,0
2025-02-12T17:00:00,2,0,0,1826,7304.7,3,0
2025-02-12T18:00:00,2,5,1,1830,3135.3,7,0
2025-02-12T19:00:00,2,2,2,1830,10980.2,2,0
2025-02-12T20:00:00,2,0,1,1829,3657.0,6,0
2025-02-12T21:00:00,2,7,3,1833,2747.7,8,0
2025-02-12T22:00:00,2,7,7,1833,3666.6,6,0
2025-02-12T23:00:00,2,3,2,1834,7336.1,3,0
2025-02-13T00:00:00,2,1,3,1832,2749.3,8,0
2025-02-13T01:00:00,2,4,0,1836,3148.3,7,0
2025-02-13T02:00:00,2,6,6,1836,7342.7,3,0
2025-02-13T03:00:00,2,0,3,1833,3142.9,7,0
2025-02-13T04:00:00,2,6,6,1833,7333.9,3,0
2025-02-13T05:00:00,2,4,3,1834,7334.0,3,0
2025-02-13T06:00:00,2,1,0,1835,7340.1,3,0
2025-02-13T07:00:00,2,0,2,1833,10998.4,2,0
2025-02-13T08:00:00,2,0,0,1833,4399.0,5,0
2025-02-13T09:00:00,2,13,5,1841,7363.4,3,0
2025-02-13T10:00:00,2,15,11,1845,2768.3,8,0
2025-02-13T11:00:00,2,14,12,1847,3694.5,6,0
2025-02-13T12:00:00,2,15,12,1850,5551.6,4,0
2025-02-13T13:00:00,2,15,12,1853,7411.7,3,0
2025-02-13T14:00:00,2,16,13,1856,3712.8,6,0
2025-02-13T15:00:00,2,14,11,1859,2786.8,8,0
2025-02-13T16:00:00,2,10,7,1862,4470.0,5,0
2025-02-13T17:00:00,2,2,3,1861,3721.1,6,0
2025-02-13T18:00:00,2,10,9,1862,3723.2,6,0
2025-02-13T19:00:00,2,4,6,1860,11159.5,2,0
2025-02-13T20:00:00,2,6,5,1861,11164.1,2,0
2025-02-13T21:00:00,2,9,10,1860,5581.8,4,0
2025-02-13T22:00:00,2,6,5,1861,11167.9,2,0
2025-02-13T23:00:00,2,5,4,1862,3192.2,7,0
2025-02-14T00:00:00,2,4,4,1862,2793.3,8,0
2025-02-14T01:00:00,2,2,0,1864,5591.3,4,0
2025-02-14T02:00:00,2,2,3,1863,11179.9,2,0
2025-02-14T03:00:00,2,3,2,1864,3727.6,6,0
2025-02-14T04:00:00,2,0,2,1862,7449.9,3,0
2025-02-14T05:00:00,2,1,1,1862,3723.8,6,0
2025-02-14T06:00:00,2,5,5,1862,5585.6,4,0
2025-02-14T07:00:00,2,4,0,1866,3732.4,6,0
2025-02-14T08:00:00,2,7,9,1864,7455.0,3,0
2025-02-14T09:00:00,2,15,13,1866,2799.1,8,0
2025-02-14T10:00:00,2,16,11,1871,3740.4,6,0
2025-02-14T11:00:00,2,9,4,1876,5627.2,4,0
2025-02-14T12:00:00,2,13,7,1882,3227.7,7,0
2025-02-14T13:00:00,2,16,11,1887,7546.8,3,0
2025-02-14T14:00:00,2,12,10,1889,5667.5,4,0
2025-02-14T15:00:00,2,6,3,1892,7568.6,3,0
2025-02-14T16:00:00,2,13,11,1894,7576.1,3,0
2025-02-14T17:00:00,2,0,0,1894,4545.6,5,0
2025-02-14T18:00:00,2,3,0,1897,11382.9,2,0
2025-02-14T19:00:00,2,3,1,1899,4558.4,5,0
2025-02-14T20:00:00,2,4,0,1903,3805.3,6,0
2025-02-14T21:00:00,2,3,6,1900,3801.0,6,0
2025-02-14T22:00:00,2,0,0,1900,2850.3,8,0
2025-02-14T23:00:00,2,1,0,1901,2849.6,8,0
2025-02-15T00:00:00,2,4,3,1902,3805.3,6,0
2025-02-15T01:00:00,2,2,2,1902,11411.7,2,0
2025-02-15T02:00:00,2,11,11,1902,2853.0,8,0
2025-02-15T03:00:00,2,10,7,1905,11431.1,2,0
2025-02-15T04:00:00,2,2,1,1906,11437.6,2,0
2025-02-15T05:00:00,2,8,8,1906,3810.5,6,0
2025-02-15T06:00:00,2,7,5,1908,7633.7,3,0
2025-02-15T07:00:00,2,0,0,1908,11448.6,2,0
2025-02-15T08:00:00,2,4,1,1911,3823.6,6,0
2025-02-15T09:00:00,2,10,8,1913,7653.7,3,0
2025-02-15T10:00:00,2,15,16,1912,7646.1,3,0
2025-02-15T11:00:00,2,11,9,1914,11482.5,2,0
